,image,label
14620,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054030199_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054030199_Camera_6_bin.png
3124,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 5\170927_064401169_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 5\170927_064401169_Camera_5_bin.png
574,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 5\170927_063951428_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 5\170927_063951428_Camera_5_bin.png
15488,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054249171_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054249171_Camera_5_bin.png
17866,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 5\171206_054624209_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 5\171206_054624209_Camera_5_bin.png
20213,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054855733_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054855733_Camera_6_bin.png
21429,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055207795_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055207795_Camera_5_bin.png
21354,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055157971_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055157971_Camera_5_bin.png
18774,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054732177_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054732177_Camera_6_bin.png
19747,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_055018118_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_055018118_Camera_5_bin.png
18028,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 6\171206_054608722_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 6\171206_054608722_Camera_6_bin.png
19713,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_055013290_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_055013290_Camera_5_bin.png
3578,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 6\170927_064412864_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 6\170927_064412864_Camera_6_bin.png
19059,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054840771_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054840771_Camera_5_bin.png
5969,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 5\171206_025852123_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 5\171206_025852123_Camera_5_bin.png
8794,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030314775_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030314775_Camera_5_bin.png
5141,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064615166_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064615166_Camera_6_bin.png
13215,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030907445_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030907445_Camera_6_bin.png
11691,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030850772_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030850772_Camera_5_bin.png
15506,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054251349_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054251349_Camera_5_bin.png
7939,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030048225_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030048225_Camera_6_bin.png
8171,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030112952_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030112952_Camera_6_bin.png
7323,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030111962_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030111962_Camera_5_bin.png
9502,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030459489_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030459489_Camera_5_bin.png
15979,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054255341_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054255341_Camera_6_bin.png
808,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_063943174_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_063943174_Camera_6_bin.png
5130,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064613604_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064613604_Camera_6_bin.png
3722,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 5\170927_064455609_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 5\170927_064455609_Camera_5_bin.png
12586,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030745768_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030745768_Camera_6_bin.png
14604,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054028583_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054028583_Camera_6_bin.png
11482,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030818492_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030818492_Camera_5_bin.png
13193,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030904817_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030904817_Camera_6_bin.png
4078,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064502250_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064502250_Camera_6_bin.png
19353,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054919738_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054919738_Camera_5_bin.png
2235,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064322046_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064322046_Camera_5_bin.png
15680,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054312402_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054312402_Camera_5_bin.png
9674,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030321100_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030321100_Camera_6_bin.png
3954,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064445370_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064445370_Camera_6_bin.png
1692,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064158875_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064158875_Camera_5_bin.png
9656,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030318573_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030318573_Camera_6_bin.png
555,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 5\170927_063948977_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 5\170927_063948977_Camera_5_bin.png
3273,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 6\170927_064330138_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 6\170927_064330138_Camera_6_bin.png
11095,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030729443_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030729443_Camera_5_bin.png
3967,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064447970_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064447970_Camera_6_bin.png
5889,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 6\171206_025801914_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 6\171206_025801914_Camera_6_bin.png
6886,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030019167_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030019167_Camera_5_bin.png
16570,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054427537_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054427537_Camera_5_bin.png
883,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_063952848_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_063952848_Camera_6_bin.png
3441,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 6\170927_064354233_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 6\170927_064354233_Camera_6_bin.png
15117,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054138550_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054138550_Camera_6_bin.png
7795,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030027545_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030027545_Camera_6_bin.png
15752,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054323395_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054323395_Camera_5_bin.png
18993,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054831040_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054831040_Camera_5_bin.png
21390,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055202686_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055202686_Camera_5_bin.png
13933,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054118357_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054118357_Camera_5_bin.png
1163,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 5\170927_064048709_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 5\170927_064048709_Camera_5_bin.png
6542,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025919174_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025919174_Camera_6_bin.png
21913,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 6\171206_055215181_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 6\171206_055215181_Camera_6_bin.png
18836,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054739431_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054739431_Camera_6_bin.png
13537,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054027674_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054027674_Camera_5_bin.png
3723,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 5\170927_064455732_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 5\170927_064455732_Camera_5_bin.png
6648,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025932084_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025932084_Camera_6_bin.png
12448,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030726024_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030726024_Camera_6_bin.png
15146,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054141771_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054141771_Camera_6_bin.png
12671,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030755837_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030755837_Camera_6_bin.png
11365,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030804615_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030804615_Camera_5_bin.png
16122,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054312644_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054312644_Camera_6_bin.png
3581,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 6\170927_064413272_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 6\170927_064413272_Camera_6_bin.png
18904,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054747387_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054747387_Camera_6_bin.png
12594,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030746840_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030746840_Camera_6_bin.png
6652,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025932544_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025932544_Camera_6_bin.png
18222,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 6\171206_054636713_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 6\171206_054636713_Camera_6_bin.png
4200,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064517256_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064517256_Camera_6_bin.png
19008,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054833510_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054833510_Camera_5_bin.png
174,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 5\170927_063841766_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 5\170927_063841766_Camera_5_bin.png
19693,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_055010450_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_055010450_Camera_5_bin.png
3603,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 6\170927_064416306_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 6\170927_064416306_Camera_6_bin.png
10407,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030509085_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030509085_Camera_6_bin.png
20531,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054936427_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054936427_Camera_6_bin.png
517,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 5\170927_063944076_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 5\170927_063944076_Camera_5_bin.png
10093,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030413200_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030413200_Camera_6_bin.png
15030,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054126971_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054126971_Camera_6_bin.png
6464,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025908645_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025908645_Camera_6_bin.png
14302,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_053954404_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_053954404_Camera_6_bin.png
6009,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 5\171206_025859425_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 5\171206_025859425_Camera_5_bin.png
13352,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054008810_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054008810_Camera_5_bin.png
13554,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054029391_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054029391_Camera_5_bin.png
17705,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054537423_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054537423_Camera_6_bin.png
20832,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_055024082_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_055024082_Camera_6_bin.png
6787,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030006066_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030006066_Camera_5_bin.png
17080,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054358868_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054358868_Camera_6_bin.png
8195,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030115648_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030115648_Camera_6_bin.png
8481,F:\BaiDuData\data\Imgae\Road03\Record004\Camera 5\171206_030219270_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record004\Camera 5\171206_030219270_Camera_5_bin.png
7694,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030015587_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030015587_Camera_6_bin.png
21310,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055152207_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055152207_Camera_5_bin.png
2624,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064242553_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064242553_Camera_6_bin.png
2663,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064247389_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064247389_Camera_6_bin.png
1667,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064154915_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064154915_Camera_5_bin.png
12728,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030802335_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030802335_Camera_6_bin.png
10311,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030453961_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030453961_Camera_6_bin.png
17690,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054535458_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054535458_Camera_6_bin.png
16926,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054534541_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054534541_Camera_5_bin.png
16524,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054422340_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054422340_Camera_5_bin.png
5850,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 6\171206_025756075_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 6\171206_025756075_Camera_6_bin.png
6475,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025910130_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025910130_Camera_6_bin.png
16364,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054404260_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054404260_Camera_5_bin.png
17347,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054429797_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054429797_Camera_6_bin.png
21046,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055112573_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055112573_Camera_5_bin.png
16558,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054426181_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054426181_Camera_5_bin.png
1723,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064203339_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064203339_Camera_5_bin.png
6625,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025929439_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025929439_Camera_6_bin.png
10782,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030637834_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030637834_Camera_5_bin.png
3573,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 6\170927_064412185_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 6\170927_064412185_Camera_6_bin.png
9444,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030447166_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030447166_Camera_5_bin.png
10387,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030506205_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030506205_Camera_6_bin.png
5171,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064619426_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064619426_Camera_6_bin.png
15082,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054134035_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054134035_Camera_6_bin.png
9402,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030438166_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030438166_Camera_5_bin.png
17708,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054537816_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054537816_Camera_6_bin.png
18460,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 5\171206_054734049_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 5\171206_054734049_Camera_5_bin.png
16988,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054340346_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054340346_Camera_6_bin.png
2343,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064202331_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064202331_Camera_6_bin.png
45,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 5\170927_063822345_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 5\170927_063822345_Camera_5_bin.png
19857,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_055033237_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_055033237_Camera_5_bin.png
6405,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025900680_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025900680_Camera_6_bin.png
20059,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054834665_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054834665_Camera_6_bin.png
17963,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 5\171206_054638135_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 5\171206_054638135_Camera_5_bin.png
4872,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 5\170927_064718372_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 5\170927_064718372_Camera_5_bin.png
11874,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030558891_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030558891_Camera_6_bin.png
3848,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 5\170927_064511106_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 5\170927_064511106_Camera_5_bin.png
12270,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030705112_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030705112_Camera_6_bin.png
17286,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054422905_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054422905_Camera_6_bin.png
11961,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030611111_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030611111_Camera_6_bin.png
1331,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 5\170927_064110858_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 5\170927_064110858_Camera_5_bin.png
13866,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054105221_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054105221_Camera_5_bin.png
